"id","type","metadata","lat","lon","amenity","website","phone","email","is_address_null","address"
"500350892","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'De Beul', 'address': 'De Beul, 134, Te Couwelaarlei, Deurne-Dorp - Expo, Deurne-Noord, Deurne, Antwerpen, 2100, België / Belgique / Belgien'}","51.2225909","4.4586056","pharmacy","","","","",""
"506116554","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Ter Rivieren', 'address': 'Ter Rivieren, Arnold Vrancxlaan, Morckhoven, Deurne-Zuid, Deurne, Antwerpen, Vlaanderen, 2100, België / Belgique / Belgien'}","51.2132962","4.4574944","pharmacy","","","","",""
"717707853","node","{'addr:city': 'Antwerpen', 'addr:country': 'BE', 'addr:housenumber': '42', 'addr:postcode': '2000', 'addr:province': 'Antwerpen', 'addr:street': 'Groenplaats', 'amenity': 'pharmacy', 'changing_table': 'no', 'changing_table:adult': 'no', 'entrance:step_count': '0', 'entrance:width': '1.44', 'fax': '+32 3 225 11 74', 'healthcare': 'pharmacy', 'name': 'Europa', 'opening_hours': 'Mo-Fr 09:00-18:30; Sa 10:00-17:00', 'operator': 'Mees', 'phone': '+32 3 233 26 27', 'website': 'https://www.apotheekmees.be/', 'wheelchair:turning_circle': 'no', 'address': 'Europa, 42, Groenplaats, Historisch Centrum, Linkeroever, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien'}","51.218283","4.4020381","pharmacy","https://www.apotheekmees.be/","+32 3 233 26 27","","",""
"717707999","node","{'amenity': 'pharmacy', 'entrance:kerb:height': '0.05', 'entrance:ramp': 'no', 'entrance:step_count': '1', 'entrance:width': '0.92', 'healthcare': 'pharmacy', 'name': 'Strobbe', 'toilets:wheelchair': 'no', 'wheelchair:turning_circle': 'yes', 'address': 'Strobbe, Hoogstraat, Historisch Centrum, Linkeroever, Antwerpen, 2000, België / Belgique / Belgien'}","51.2193546","4.3977824","pharmacy","","","","",""
"977587712","node","{'addr:housenumber': '91', 'addr:postcode': '2180', 'addr:street': 'Driehoekstraat', 'amenity': 'pharmacy', 'email': 'apotheekvanhulst@gmail.com', 'fax': '+32 3 541 01 58', 'name': 'Apotheek Van Hulst', 'old_name': 'Apotheek De Loecker', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30; Sa,Su,PH off', 'phone': '+32 3 541 24 11', 'website': 'http://apotheekvanhulst.be/', 'address': 'Apotheek Van Hulst, 91, Driehoekstraat, Ekeren-Centrum, Ekeren, Antwerpen, Vlaanderen, 2180, België / Belgique / Belgien'}","51.2825437","4.4210454","pharmacy","http://apotheekvanhulst.be/","+32 3 541 24 11","apotheekvanhulst@gmail.com","",""
"998318015","node","{'amenity': 'dentist', 'healthcare': 'dentist', 'name': 'Tandant', 'address': 'Tandant, 149-151, Lange Lozanastraat, Harmonie, Linkeroever, Antwerpen, 2018, België / Belgique / Belgien'}","51.2018338","4.4061131","dentist","","","","",""
"1010674266","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'De Lindeboom', 'address': 'De Lindeboom, 105, Lange Lozanastraat, Harmonie, Linkeroever, Antwerpen, 2018, België / Belgique / Belgien'}","51.2032007","4.4053681","pharmacy","","","","",""
"1010674275","node","{'addr:housenumber': '81', 'addr:street': 'Justitiestraat', 'amenity': 'pharmacy', 'check_date': '2024-02-10', 'healthcare': 'pharmacy', 'name': 'Justitia', 'address': 'Justitia, 81, Justitiestraat, Harmonie, Linkeroever, Antwerpen, 2018, België / Belgique / Belgien'}","51.2080525","4.4036362","pharmacy","","","","",""
"1086875164","node","{'addr:housenumber': '22A', 'addr:street': 'Klapdorp', 'amenity': 'doctors', 'changing_table': 'yes', 'changing_table:adult': 'yes', 'comment': 'toilet toegankelijk', 'entrance:kerb:height': '0.01', 'entrance:step_count': '1', 'entrance:width': '1.05', 'fee': 'no', 'healthcare': 'doctor', 'name': 'Antigoon Huisartsen', 'ramp:wheelchair': 'yes', 'shower:wheelchair': 'no', 'toilets:access': 'customers', 'toilets:wheelchair': 'yes', 'toilets:wheelchair:accessible_via': 'ground_floor', 'toilets:wheelchair:door_width': '0.89', 'toilets:wheelchair:grab_rails': 'yes', 'toilets:wheelchair:space_front': '1.4', 'toilets:wheelchair:space_side': '0.8', 'website': 'https://antigoonartsen.be/', 'wheelchair:turning_circle': 'no', 'address': 'Antigoon Huisartsen, 22A, Klapdorp, Universiteitsbuurt, Linkeroever, Antwerpen, 2000, België / Belgique / Belgien'}","51.2242743","4.4043481","doctors","https://antigoonartsen.be/","","","",""
"1130807884","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheek Six', 'address': 'Apotheek Six, 26-30, Ankerrui, Schipperskwartier, Antwerpen-Noord, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien'}","51.2266106","4.4117912","pharmacy","","","","",""
"1232383899","node","{'addr:housenumber': '104G', 'addr:postcode': '2030', 'addr:street': 'Noorderlaan', 'alt_name': 'Gezondheidshuis', 'amenity': 'pharmacy', 'email': 'info@apotheeknoorderlaan.be', 'fax': '+32 3 544 90 59', 'healthcare': 'pharmacy', 'name': 'Apotheek Noorderlaan', 'opening_hours': 'Mo-Fr 09:00-18:30; Sa,Su,PH off', 'phone': '+32 3 541 18 92', 'url': 'http://www.gezondheidshuis.be', 'website': 'https://apotheeknoorderlaan.be/', 'address': 'Apotheek Noorderlaan, 104G, Noorderlaan, Luchtbal, Antwerpen, Vlaanderen, 2030, België / Belgique / Belgien'}","51.2504374","4.4209643","pharmacy","https://apotheeknoorderlaan.be/","+32 3 541 18 92","info@apotheeknoorderlaan.be","",""
"1260489840","node","{'amenity': 'pharmacy', 'check_date': '2024-03-05', 'healthcare': 'pharmacy', 'name': 'Apotheek grote Markt', 'address': 'Apotheek grote Markt, 54, Grote Markt, Historisch Centrum, Linkeroever, Antwerpen, 2000, België / Belgique / Belgien'}","51.2210543","4.401275","pharmacy","","","","",""
"1313539919","node","{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Sollie apothekers', 'opening_hours': 'Mo-Sa 09:00-12:30, Mo-Fr 13:30-18:30', 'address': 'Sollie apothekers, Prins Boudewijnlaan, Oosterveld, Wilrijk, Antwerpen, 2610, België / Belgique / Belgien'}","51.1756017","4.4246301","pharmacy","","","","",""
"1314452409","node","{'addr:housenumber': '16', 'addr:postcode': '2180', 'addr:street': 'Markt', 'amenity': 'pharmacy', 'brand': 'Surplus De Lindeboom', 'email': 'apoekeren@delindeboom.be', 'healthcare': 'pharmacy', 'name': 'Apotheek De Lindeboom', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30; Sa,Su off', 'phone': '+32 3 541 13 74', 'url': 'http://zenf.be/', 'website': 'https://www.delindeboom.be', 'address': 'Apotheek De Lindeboom, 16, Markt, Ekeren-Centrum, Ekeren, Antwerpen, 2180, België / Belgique / Belgien'}","51.2774723","4.4179589","pharmacy","https://www.delindeboom.be","+32 3 541 13 74","apoekeren@delindeboom.be","",""
"1314452410","node","{'addr:housenumber': '48', 'addr:postcode': '2180', 'addr:street': 'Oosterlinckhoflaan', 'amenity': 'pharmacy', 'check_date:opening_hours': '2022-12-15', 'email': 'info@farmafleur.be', 'fax': '+32 3 542 63 17', 'healthcare': 'pharmacy', 'name': 'Farmafleur', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30; Sa,Su off', 'phone': '+32 3 541 71 21', 'website': 'https://farmafleur.be/', 'address': 'Farmafleur, 48, Oosterlinckhoflaan, Ekeren-Centrum, Ekeren, Antwerpen, 2180, België / Belgique / Belgien'}","51.2816098","4.4241204","pharmacy","https://farmafleur.be/","+32 3 541 71 21","info@farmafleur.be","",""
"1322739559","node","{'addr:housenumber': '1', 'addr:street': 'Schulstraat', 'amenity': 'pharmacy', 'email': 'vergultan@hotmail.com', 'healthcare': 'pharmacy', 'name': 'Anfarma', 'phone': '+32 3 237 51 43', 'website': 'https://www.anfarma.be/', 'address': 'Anfarma, 1, Schulstraat, Harmonie, Linkeroever, Antwerpen, Vlaanderen, 2018, België / Belgique / Belgien'}","51.2022091","4.4071874","pharmacy","https://www.anfarma.be/","+32 3 237 51 43","vergultan@hotmail.com","",""
"1538266393","node","{'amenity': 'veterinary', 'name': 'Luc Lambrechts', 'opening_hours:signed': 'no', 'address': 'Luc Lambrechts, Sint-Bavostraat, Yperman - Steytelinck, Wilrijk-Centrum, Wilrijk, Antwerpen, Vlaanderen, 2610, België / Belgique / Belgien'}","51.1700502","4.3963095","veterinary","","","","",""
"1635538574","node","{'amenity': 'pharmacy', 'check_date': '2024-01-23', 'healthcare': 'pharmacy', 'name': 'De Lindenboom', 'wheelchair': 'yes', 'address': 'De Lindenboom, 106, Herentalsebaan, Muggenberg-Arena, Deurne-Zuid, Deurne, Antwerpen, Vlaanderen, 2100, België / Belgique / Belgien'}","51.209027","4.4568321","pharmacy","","","","",""
"1635538995","node","{'addr:housenumber': '2', 'addr:street': 'Letterkundestraat', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheek Smets', 'address': 'Apotheek Smets, 2, Letterkundestraat, Valaar-De Brem, Wilrijk-Centrum, Wilrijk, Antwerpen, 2610, België / Belgique / Belgien'}","51.1815055","4.3825848","pharmacy","","","","",""
"1639530552","node","{'amenity': 'pharmacy', 'check_date': '2024-08-24', 'dispensing': 'no', 'healthcare': 'pharmacy', 'name': 'Eline Pringels', 'website': 'https://www.coopapotheken.be', 'wheelchair': 'yes', 'address': 'Eline Pringels, De Coninckplein, Atheneum, Amandus-Atheneum, Antwerpen-Noord, Antwerpen, Vlaanderen, 2060, België / Belgique / Belgien'}","51.2212707","4.4201072","pharmacy","https://www.coopapotheken.be","","","",""
"1647388162","node","{'addr:city': 'Deurne', 'addr:housenumber': '147', 'addr:postcode': '2100', 'addr:street': 'Gallifortlei', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Erwin Wauben', 'address': 'Erwin Wauben, 147, Gallifortlei, Deurne-Dorp - Expo, Deurne-Noord, Deurne, Antwerpen, 2100, België / Belgique / Belgien'}","51.2232935","4.4636713","pharmacy","","","","",""
"1647388196","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'address': '117, Turnhoutsebaan, Gallifort-Ter Rivieren, Deurne-Noord, Deurne, Antwerpen, 2100, België / Belgique / Belgien'}","51.2203082","4.461229","pharmacy","","","","",""
"1662157782","node","{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Apotheek Th. De Heyn', 'source': 'local knowledge', 'address': 'Apotheek Th. De Heyn, 406, Boomsesteenweg, Kiel, Antwerpen, 2020, België / Belgique / Belgien'}","51.1856674","4.3884174","pharmacy","","","","",""
"1678534330","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'source': 'survey', 'address': 'Ten Eekhovelei, Deurne-Dorp - Expo, Deurne-Noord, Deurne, Antwerpen, Vlaanderen, 2100, België / Belgique / Belgien'}","51.2246439","4.4542958","pharmacy","","","","",""
"1701465480","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheken Van de Voorde', 'opening_hours': 'Mo-Fr 09:00-12:30,13:30-18:00', 'address': 'Apotheken Van de Voorde, 80, Diksmuidelaan, Groenenhoek, Berchem, Antwerpen, 2600, België / Belgique / Belgien'}","51.1980854","4.441707","pharmacy","","","","",""
"1701481559","node","{'addr:housenumber': '174', 'addr:street': 'Dianalaan', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Apotheek Groenenhoek', 'opening_hours': 'Mo-Fr 08:00-12:30,13:30-18:30; Sa-Su off', 'phone': '+32 3 321 20 92', 'website': 'https://apotheek-berchem.be/', 'address': 'Apotheek Groenenhoek, 174, Dianalaan, Groenenhoek, Berchem, Antwerpen, 2600, België / Belgique / Belgien'}","51.1956324","4.4445412","pharmacy","https://apotheek-berchem.be/","+32 3 321 20 92","","",""
"1701481584","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'De Lindeboom', 'address': 'De Lindeboom, Diksmuidelaan, Groenenhoek, Berchem, Antwerpen, 2600, België / Belgique / Belgien'}","51.1959631","4.4438572","pharmacy","","","","",""
"1703301968","node","{'addr:city': 'Antwerpen', 'addr:housenumber': '76/78', 'addr:postcode': '2060', 'addr:street': 'Lange Stuivenbergstraat', 'amenity': 'pharmacy', 'check_date:opening_hours': '2022-06-26', 'drive_through': 'no', 'healthcare': 'pharmacy', 'name': 'Pharm', 'opening_hours': 'Mo-Fr 09:00-13:00,13:30-18:30; Sa 09:00-13:00', 'operator': 'Apotheek ThePharm', 'address': 'Pharm, 76/78, Lange Stuivenbergstraat, Seefhoek-Stuivenberg, Antwerpen-Noord, Antwerpen, 2060, België / Belgique / Belgien'}","51.2243998","4.4314392","pharmacy","","","","",""
"1723223521","node","{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Apotheek Leuridan', 'website': 'https://www.apotheekleuridan.be', 'address': 'Apotheek Leuridan, Draakstraat, Zurenborg, Antwerpen, 2018, België / Belgique / Belgien'}","51.2062218","4.4313464","pharmacy","https://www.apotheekleuridan.be","","","",""
"1732687131","node","{'addr:housenumber': '24', 'addr:postcode': '2040', 'addr:street': 'Putsebaan', 'amenity': 'pharmacy', 'name': 'Apotheek Cuypers', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30; Sa,Su,PH off', 'phone': '+32 3 568 62 49', 'url': 'http://cuypers.uwapotheker.be/', 'website': 'https://www.apotheekverlinden.be/', 'address': 'Apotheek Cuypers, 24, Putsebaan, De Hei, Zandvliet, Berendrecht-Zandvliet-Lillo, Antwerpen, 2040, België / Belgique / Belgien'}","51.3589672","4.316321","pharmacy","https://www.apotheekverlinden.be/","+32 3 568 62 49","","",""
"1816675646","node","{'amenity': 'pharmacy', 'dispensing': 'yes', 'name': 'De Molen', 'address': 'De Molen, Kapelsesteenweg, Ekeren, Antwerpen, 2180, België / Belgique / Belgien'}","51.2910959","4.4445901","pharmacy","","","","",""
"1911856577","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheker', 'address': 'Apotheker, Antwerpsesteenweg, Zwaantjes, Hoboken, Antwerpen, 2660, België / Belgique / Belgien'}","51.1809881","4.3684041","pharmacy","","","","",""
"1931369511","node","{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'note': '20200415 Ziet er gesloten uit ', 'address': '29, Koxplein, Borgerhout Intra Muros, Borgerhout, Antwerpen, 2140, België / Belgique / Belgien'}","51.2112462","4.4335361","pharmacy","","","","",""
"1999296279","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Holvoet', 'address': 'Holvoet, Floraliënlaan, De Zepten-Zilverbeek, Oosterveld, Wilrijk, Antwerpen, 2610, België / Belgique / Belgien'}","51.1778748","4.4302082","pharmacy","","","","",""
"2099657821","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheek Slaets', 'opening_hours': 'Mo-Sa 09:00-12:30, Mo-Fr 13:30-18:30; PH,Su off', 'address': 'Apotheek Slaets, Prins Boudewijnlaan, Elsdonk, Elsdonk (Antwerpen), Wilrijk, Antwerpen, 2610, België / Belgique / Belgien'}","51.1707891","4.4259042","pharmacy","","","","",""
"2319666343","node","{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Breedenraedt', 'website': 'https://www.breedenraedt.com', 'wheelchair': 'yes', 'address': 'Breedenraedt, Loosplaats, Klein-Antwerpen, Linkeroever, Antwerpen, 2018, België / Belgique / Belgien'}","51.2099406","4.4171467","pharmacy","https://www.breedenraedt.com","","","",""
"2329199623","node","{'addr:housenumber': '39', 'addr:postcode': '2600', 'addr:street': 'Sint-Lambertusstraat', 'amenity': 'pharmacy', 'check_date': '2025-03-09', 'healthcare': 'pharmacy', 'name': 'De Kock Veerle', 'address': 'De Kock Veerle, 39, Sint-Lambertusstraat, Oud-Berchem, Berchem, Antwerpen, Vlaanderen, 2600, België / Belgique / Belgien'}","51.1986222","4.4200021","pharmacy","","","","",""
"2415786744","node","{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'doctor Marselis', 'address': 'doctor Marselis, 36, Pastoor Bauwenslaan, Valaar-De Brem, Wilrijk-Centrum, Wilrijk, Antwerpen, 2610, België / Belgique / Belgien'}","51.17853","4.3796497","doctors","","","","",""
"2419217003","node","{'addr:city': 'Antwerpen', 'addr:housenumber': '31', 'addr:postcode': '2050', 'addr:street': 'Bouvaertlaan', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'COOP Apotheek', 'opening_hours': 'Mo-Fr 08:00-12:30,14:00-18:00', 'phone': '+32 3 219 18 99', 'website': 'https://www.coopapotheken.be/pages/41-antwerpen-linkeroever-bouvaertlaan', 'address': 'COOP Apotheek, 31, Bouvaertlaan, Linkeroever, Europark, Antwerpen, 2050, België / Belgique / Belgien'}","51.2314803","4.3861086","pharmacy","https://www.coopapotheken.be/pages/41-antwerpen-linkeroever-bouvaertlaan","+32 3 219 18 99","","",""
"2420878855","node","{'amenity': 'pharmacy', 'check_date:opening_hours': '2024-03-15', 'healthcare': 'pharmacy', 'name': 'De Apothekers', 'opening_hours': 'Mo-Fr 08:00-19:00; Sa 10:00-17:00', 'wheelchair': 'yes', 'address': 'De Apothekers, 27, Koningin Astridplein, Statiekwartier, Centraal Station, Antwerpen-Noord, Antwerpen, 2018, België / Belgique / Belgien'}","51.2170815","4.4207194","pharmacy","","","","",""
"2873436031","node","{'addr:city': 'Borgerhout', 'addr:housenumber': '25', 'addr:postcode': '2140', 'addr:street': 'Cruyslei', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Houberechts I', 'phone': '+32 3 321 41 75', 'address': 'Houberechts I, 25, Cruyslei, Vliegveld, Deurne-Zuid, Borgerhout, Antwerpen, Vlaanderen, 2140, België / Belgique / Belgien'}","51.1989149","4.4564652","pharmacy","","+32 3 321 41 75","","",""
"2910975644","node","{'addr:city': 'Antwerpen', 'addr:housenumber': '181', 'addr:postcode': '2018', 'addr:street': 'Mechelsesteenweg', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Eeuwfeestapotheek', 'website': 'https://www.eeuwfeestapotheek.be', 'address': 'Eeuwfeestapotheek, 181, Mechelsesteenweg, Klein-Antwerpen, Linkeroever, Antwerpen, 2018, België / Belgique / Belgien'}","51.2039924","4.4115275","pharmacy","https://www.eeuwfeestapotheek.be","","","",""
"2934177499","node","{'addr:housenumber': '105', 'addr:postcode': '2040', 'addr:street': 'Monnikenhofstraat', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Apotheek Suykerbuyk', 'opening_hours': 'Mo-Fr 09:00-12:30, 14:00-18:30; Sa,Su off', 'phone': '+32 3 568 63 16', 'url': 'http://www.aposite.be/vandepitte/', 'address': 'Apotheek Suykerbuyk, 105, Monnikenhofstraat, Viswater, Berendrecht, Berendrecht-Zandvliet-Lillo, Antwerpen, 2040, België / Belgique / Belgien'}","51.3457148","4.3209023","pharmacy","","+32 3 568 63 16","","",""
"3235183629","node","{'addr:housenumber': '9A', 'addr:street': 'Korte Klarenstraat', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Huisartsengroep Korte Klaren', 'address': 'Huisartsengroep Korte Klaren, 9A, Korte Klarenstraat, Meir, Antwerpen-Noord, Antwerpen, 2000, België / Belgique / Belgien'}","51.2191934","4.4076027","doctors","","","","",""
"3517372794","node","{'addr:housenumber': '34', 'addr:postcode': '2040', 'addr:street': 'Neerhoefstraat', 'amenity': 'doctors', 'email': 'info@medinetbezalist.be', 'health_facility:type': 'office', 'name': 'MediNet Berendrecht', 'office': 'physician', 'old_name': 'Huisartsenpraktijk Dr. Van Overloop', 'phone': '+32 3 500 81 01', 'website': 'https://medinetbezalist.be/', 'address': 'MediNet Berendrecht, 34, Neerhoefstraat, Viswater, Berendrecht, Berendrecht-Zandvliet-Lillo, Antwerpen, 2040, België / Belgique / Belgien'}","51.3482855","4.3228091","doctors","https://medinetbezalist.be/","+32 3 500 81 01","info@medinetbezalist.be","",""
"3517372795","node","{'addr:housenumber': '59', 'addr:postcode': '2040', 'addr:street': 'Dorpstraat', 'amenity': 'doctors', 'email': 'hp.monnikenhof@hotmail.com', 'health_facility:type': 'office', 'name': 'Huisartsenpraktijk Monnikenhof', 'office': 'physician', 'opening_hours': 'Mo-Fr 08:00-12:00,12:30-16:30', 'phone': '+32 3 568 89 80', 'website': 'https://www.monnikenhof.com', 'address': 'Huisartsenpraktijk Monnikenhof, 59, Dorpstraat, Berendrecht, Berendrecht-Zandvliet-Lillo, Antwerpen, Vlaanderen, 2040, België / Belgique / Belgien'}","51.3444467","4.3136518","doctors","https://www.monnikenhof.com","+32 3 568 89 80","hp.monnikenhof@hotmail.com","",""
"3517372797","node","{'addr:housenumber': '101', 'addr:postcode': '2040', 'addr:street': 'Monnikenhofstraat', 'amenity': 'dentist', 'healthcare': 'dentist', 'name': 'Jan Verheyen', 'phone': '+32 3 568 84 82', 'website': 'http://jan.verheyen.mijntandarts.be/', 'address': 'Jan Verheyen, 101, Monnikenhofstraat, Berendrecht, Berendrecht-Zandvliet-Lillo, Antwerpen, 2040, België / Belgique / Belgien'}","51.3460514","4.3203733","dentist","http://jan.verheyen.mijntandarts.be/","+32 3 568 84 82","","",""
"3517372798","node","{'addr:housenumber': '71', 'addr:postcode': '2040', 'addr:street': 'De Keyserhoeve', 'amenity': 'dentist', 'name': 'Tandarts Floor-Vaesen', 'opening_hours': 'Mo,Tu,Fr 09:00-12:00,14:00-16:00', 'phone': '+32 3 568 07 72', 'address': 'Tandarts Floor-Vaesen, 71, De Keyserhoeve, Zandvliet, Berendrecht-Zandvliet-Lillo, Antwerpen, 2040, België / Belgique / Belgien'}","51.3593214","4.3127978","dentist","","+32 3 568 07 72","","",""
"3517559057","node","{'addr:housenumber': '23', 'addr:postcode': '2040', 'addr:street': 'Schouwvegerstraat', 'amenity': 'veterinary', 'name': 'Dierenarts Van Tilborg', 'phone': '+32 3 568 79 68', 'address': 'Dierenarts Van Tilborg, 23, Schouwvegerstraat, Berendrecht, Berendrecht-Zandvliet-Lillo, Antwerpen, 2040, België / Belgique / Belgien'}","51.3407513","4.3196066","veterinary","","+32 3 568 79 68","","",""
"3517559059","node","{'addr:housenumber': '102', 'addr:postcode': '2040', 'addr:street': 'Putsebaan', 'amenity': 'doctors', 'health_facility:type': 'office', 'name': 'Dr. Lamiroy', 'office': 'physician', 'phone': '+32 3 568 08 30', 'address': 'Dr. Lamiroy, 102, Putsebaan, De Hei, Zandvliet, Berendrecht-Zandvliet-Lillo, Antwerpen, 2040, België / Belgique / Belgien'}","51.3579926","4.3230539","doctors","","+32 3 568 08 30","","",""
