id,type,metadata,lat,lon,amenity,website,phone,email,is_address_null,address
1232383899,node,"{'addr:housenumber': '104G', 'addr:postcode': '2030', 'addr:street': 'Noorderlaan', 'alt_name': 'Gezondheidshuis', 'amenity': 'pharmacy', 'email': 'info@apotheeknoorderlaan.be', 'fax': '+32 3 544 90 59', 'healthcare': 'pharmacy', 'name': 'Apotheek Noorderlaan', 'opening_hours': 'Mo-Fr 09:00-18:30; Sa,Su,PH off', 'phone': '+32 3 541 18 92', 'url': 'http://www.gezondheidshuis.be', 'website': 'https://apotheeknoorderlaan.be/'}",51.2504374,4.4209643,pharmacy,https://apotheeknoorderlaan.be/,+32 3 541 18 92,info@apotheeknoorderlaan.be,,
1260489840,node,"{'amenity': 'pharmacy', 'check_date': '2024-03-05', 'healthcare': 'pharmacy', 'name': 'Apotheek grote Markt'}",51.2210543,4.401275,pharmacy,,,,,
1313539919,node,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Sollie apothekers', 'opening_hours': 'Mo-Sa 09:00-12:30, Mo-Fr 13:30-18:30'}",51.1756017,4.4246301,pharmacy,,,,,
1314452409,node,"{'addr:housenumber': '16', 'addr:postcode': '2180', 'addr:street': 'Markt', 'amenity': 'pharmacy', 'brand': 'Surplus De Lindeboom', 'email': 'apoekeren@delindeboom.be', 'healthcare': 'pharmacy', 'name': 'Apotheek De Lindeboom', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30; Sa,Su off', 'phone': '+32 3 541 13 74', 'url': 'http://zenf.be/', 'website': 'https://www.delindeboom.be'}",51.2774723,4.4179589,pharmacy,https://www.delindeboom.be,+32 3 541 13 74,apoekeren@delindeboom.be,,
1314452410,node,"{'addr:housenumber': '48', 'addr:postcode': '2180', 'addr:street': 'Oosterlinckhoflaan', 'amenity': 'pharmacy', 'check_date:opening_hours': '2022-12-15', 'email': 'info@farmafleur.be', 'fax': '+32 3 542 63 17', 'healthcare': 'pharmacy', 'name': 'Farmafleur', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30; Sa,Su off', 'phone': '+32 3 541 71 21', 'website': 'https://farmafleur.be/'}",51.2816098,4.4241204,pharmacy,https://farmafleur.be/,+32 3 541 71 21,info@farmafleur.be,,
1322739559,node,"{'addr:housenumber': '1', 'addr:street': 'Schulstraat', 'amenity': 'pharmacy', 'email': 'vergultan@hotmail.com', 'healthcare': 'pharmacy', 'name': 'Anfarma', 'phone': '+32 3 237 51 43', 'website': 'https://www.anfarma.be/'}",51.2022091,4.4071874,pharmacy,https://www.anfarma.be/,+32 3 237 51 43,vergultan@hotmail.com,,
1538266393,node,"{'amenity': 'veterinary', 'name': 'Luc Lambrechts', 'opening_hours:signed': 'no'}",51.1700502,4.3963095,veterinary,,,,,
1635538574,node,"{'amenity': 'pharmacy', 'check_date': '2024-01-23', 'healthcare': 'pharmacy', 'name': 'De Lindenboom', 'wheelchair': 'yes'}",51.209027,4.4568321,pharmacy,,,,,
1635538995,node,"{'addr:housenumber': '2', 'addr:street': 'Letterkundestraat', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheek Smets'}",51.1815055,4.3825848,pharmacy,,,,,
1639530552,node,"{'amenity': 'pharmacy', 'check_date': '2024-08-24', 'dispensing': 'no', 'healthcare': 'pharmacy', 'name': 'Eline Pringels', 'website': 'https://www.coopapotheken.be', 'wheelchair': 'yes'}",51.2212707,4.4201072,pharmacy,https://www.coopapotheken.be,,,,
1647388162,node,"{'addr:city': 'Deurne', 'addr:housenumber': '147', 'addr:postcode': '2100', 'addr:street': 'Gallifortlei', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Erwin Wauben'}",51.2232935,4.4636713,pharmacy,,,,,
1647388196,node,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy'}",51.2203082,4.461229,pharmacy,,,,,
1662157782,node,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Apotheek Th. De Heyn', 'source': 'local knowledge'}",51.1856674,4.3884174,pharmacy,,,,,
1678534330,node,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'source': 'survey'}",51.2246439,4.4542958,pharmacy,,,,,
1701465480,node,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheken Van de Voorde', 'opening_hours': 'Mo-Fr 09:00-12:30,13:30-18:00'}",51.1980854,4.441707,pharmacy,,,,,
1701481559,node,"{'addr:housenumber': '174', 'addr:street': 'Dianalaan', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Apotheek Groenenhoek', 'opening_hours': 'Mo-Fr 08:00-12:30,13:30-18:30; Sa-Su off', 'phone': '+32 3 321 20 92', 'website': 'https://apotheek-berchem.be/'}",51.1956324,4.4445412,pharmacy,https://apotheek-berchem.be/,+32 3 321 20 92,,,
1701481584,node,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'De Lindeboom'}",51.1959631,4.4438572,pharmacy,,,,,
1703301968,node,"{'addr:city': 'Antwerpen', 'addr:housenumber': '76/78', 'addr:postcode': '2060', 'addr:street': 'Lange Stuivenbergstraat', 'amenity': 'pharmacy', 'check_date:opening_hours': '2022-06-26', 'drive_through': 'no', 'healthcare': 'pharmacy', 'name': 'Pharm', 'opening_hours': 'Mo-Fr 09:00-13:00,13:30-18:30; Sa 09:00-13:00', 'operator': 'Apotheek ThePharm'}",51.2243998,4.4314392,pharmacy,,,,,
1723223521,node,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Apotheek Leuridan', 'website': 'https://www.apotheekleuridan.be'}",51.2062218,4.4313464,pharmacy,https://www.apotheekleuridan.be,,,,
1732687131,node,"{'addr:housenumber': '24', 'addr:postcode': '2040', 'addr:street': 'Putsebaan', 'amenity': 'pharmacy', 'name': 'Apotheek Cuypers', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30; Sa,Su,PH off', 'phone': '+32 3 568 62 49', 'url': 'http://cuypers.uwapotheker.be/', 'website': 'https://www.apotheekverlinden.be/'}",51.3589672,4.316321,pharmacy,https://www.apotheekverlinden.be/,+32 3 568 62 49,,,
1816675646,node,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'name': 'De Molen'}",51.2910959,4.4445901,pharmacy,,,,,
1911856577,node,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheker'}",51.1809881,4.3684041,pharmacy,,,,,
1931369511,node,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'note': '20200415 Ziet er gesloten uit '}",51.2112462,4.4335361,pharmacy,,,,,
1999296279,node,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Holvoet'}",51.1778748,4.4302082,pharmacy,,,,,
2099657821,node,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheek Slaets', 'opening_hours': 'Mo-Sa 09:00-12:30, Mo-Fr 13:30-18:30; PH,Su off'}",51.1707891,4.4259042,pharmacy,,,,,
2319666343,node,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Breedenraedt', 'website': 'https://www.breedenraedt.com', 'wheelchair': 'yes'}",51.2099406,4.4171467,pharmacy,https://www.breedenraedt.com,,,,
2329199623,node,"{'addr:housenumber': '39', 'addr:postcode': '2600', 'addr:street': 'Sint-Lambertusstraat', 'amenity': 'pharmacy', 'check_date': '2025-03-09', 'healthcare': 'pharmacy', 'name': 'De Kock Veerle'}",51.1986222,4.4200021,pharmacy,,,,,
2415786744,node,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'doctor Marselis'}",51.17853,4.3796497,doctors,,,,,
2419217003,node,"{'addr:city': 'Antwerpen', 'addr:housenumber': '31', 'addr:postcode': '2050', 'addr:street': 'Bouvaertlaan', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'COOP Apotheek', 'opening_hours': 'Mo-Fr 08:00-12:30,14:00-18:00', 'phone': '+32 3 219 18 99', 'website': 'https://www.coopapotheken.be/pages/41-antwerpen-linkeroever-bouvaertlaan'}",51.2314803,4.3861086,pharmacy,https://www.coopapotheken.be/pages/41-antwerpen-linkeroever-bouvaertlaan,+32 3 219 18 99,,,
2420878855,node,"{'amenity': 'pharmacy', 'check_date:opening_hours': '2024-03-15', 'healthcare': 'pharmacy', 'name': 'De Apothekers', 'opening_hours': 'Mo-Fr 08:00-19:00; Sa 10:00-17:00', 'wheelchair': 'yes'}",51.2170815,4.4207194,pharmacy,,,,,
2873436031,node,"{'addr:city': 'Borgerhout', 'addr:housenumber': '25', 'addr:postcode': '2140', 'addr:street': 'Cruyslei', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Houberechts I', 'phone': '+32 3 321 41 75'}",51.1989149,4.4564652,pharmacy,,+32 3 321 41 75,,,
2910975644,node,"{'addr:city': 'Antwerpen', 'addr:housenumber': '181', 'addr:postcode': '2018', 'addr:street': 'Mechelsesteenweg', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Eeuwfeestapotheek', 'website': 'https://www.eeuwfeestapotheek.be'}",51.2039924,4.4115275,pharmacy,https://www.eeuwfeestapotheek.be,,,,
2934177499,node,"{'addr:housenumber': '105', 'addr:postcode': '2040', 'addr:street': 'Monnikenhofstraat', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Apotheek Suykerbuyk', 'opening_hours': 'Mo-Fr 09:00-12:30, 14:00-18:30; Sa,Su off', 'phone': '+32 3 568 63 16', 'url': 'http://www.aposite.be/vandepitte/'}",51.3457148,4.3209023,pharmacy,,+32 3 568 63 16,,,
3235183629,node,"{'addr:housenumber': '9A', 'addr:street': 'Korte Klarenstraat', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Huisartsengroep Korte Klaren'}",51.2191934,4.4076027,doctors,,,,,
3517372794,node,"{'addr:housenumber': '34', 'addr:postcode': '2040', 'addr:street': 'Neerhoefstraat', 'amenity': 'doctors', 'email': 'info@medinetbezalist.be', 'health_facility:type': 'office', 'name': 'MediNet Berendrecht', 'office': 'physician', 'old_name': 'Huisartsenpraktijk Dr. Van Overloop', 'phone': '+32 3 500 81 01', 'website': 'https://medinetbezalist.be/'}",51.3482855,4.3228091,doctors,https://medinetbezalist.be/,+32 3 500 81 01,info@medinetbezalist.be,,
3517372795,node,"{'addr:housenumber': '59', 'addr:postcode': '2040', 'addr:street': 'Dorpstraat', 'amenity': 'doctors', 'email': 'hp.monnikenhof@hotmail.com', 'health_facility:type': 'office', 'name': 'Huisartsenpraktijk Monnikenhof', 'office': 'physician', 'opening_hours': 'Mo-Fr 08:00-12:00,12:30-16:30', 'phone': '+32 3 568 89 80', 'website': 'https://www.monnikenhof.com'}",51.3444467,4.3136518,doctors,https://www.monnikenhof.com,+32 3 568 89 80,hp.monnikenhof@hotmail.com,,
3517372797,node,"{'addr:housenumber': '101', 'addr:postcode': '2040', 'addr:street': 'Monnikenhofstraat', 'amenity': 'dentist', 'healthcare': 'dentist', 'name': 'Jan Verheyen', 'phone': '+32 3 568 84 82', 'website': 'http://jan.verheyen.mijntandarts.be/'}",51.3460514,4.3203733,dentist,http://jan.verheyen.mijntandarts.be/,+32 3 568 84 82,,,
3517372798,node,"{'addr:housenumber': '71', 'addr:postcode': '2040', 'addr:street': 'De Keyserhoeve', 'amenity': 'dentist', 'name': 'Tandarts Floor-Vaesen', 'opening_hours': 'Mo,Tu,Fr 09:00-12:00,14:00-16:00', 'phone': '+32 3 568 07 72'}",51.3593214,4.3127978,dentist,,+32 3 568 07 72,,,
3517559057,node,"{'addr:housenumber': '23', 'addr:postcode': '2040', 'addr:street': 'Schouwvegerstraat', 'amenity': 'veterinary', 'name': 'Dierenarts Van Tilborg', 'phone': '+32 3 568 79 68'}",51.3407513,4.3196066,veterinary,,+32 3 568 79 68,,,
3517559059,node,"{'addr:housenumber': '102', 'addr:postcode': '2040', 'addr:street': 'Putsebaan', 'amenity': 'doctors', 'health_facility:type': 'office', 'name': 'Dr. Lamiroy', 'office': 'physician', 'phone': '+32 3 568 08 30'}",51.3579926,4.3230539,doctors,,+32 3 568 08 30,,,
3517559060,node,"{'addr:housenumber': '48', 'addr:postcode': '2040', 'addr:street': 'Zandvlietse Dorpstraat', 'amenity': 'doctors', 'health_facility:type': 'office', 'healthcare': 'doctor', 'name': 'Dr. Van Maldeghem', 'office': 'physician', 'phone': '+32 3 568 60 86'}",51.3556283,4.3105347,doctors,,+32 3 568 60 86,,,
3528408534,node,"{'addr:city': 'Borgerhout', 'addr:housenumber': '4', 'addr:street': 'Luitenant Naeyaertplein', 'amenity': 'pharmacy', 'changing_table': 'no', 'entrance:kerb:height': '0', 'entrance:ramp': 'no', 'entrance:width': '0.88', 'healthcare': 'pharmacy', 'name': 'Apotheek Jasmijn', 'toilets:wheelchair': 'no', 'wheelchair:turning_circle': 'yes'}",51.2103024,4.4397039,pharmacy,,,,,
3528417187,node,"{'addr:city': 'Borgerhout', 'addr:housenumber': '15', 'addr:postcode': '2140', 'addr:street': 'Eliaertsstraat', 'amenity': 'doctors', 'emergency': 'no', 'healthcare': 'doctor', 'healthcare:speciality': 'general;psychotherapist', 'name': 'Huisartsengroep Eliaerts'}",51.2144389,4.4340705,doctors,,,,,
3636953624,node,"{'addr:city': 'Antwerpen', 'addr:country': 'BE', 'addr:housenumber': '11', 'addr:postcode': '2018', 'addr:province': 'Antwerpen', 'addr:street': 'Appelmansstraat', 'amenity': 'pharmacy', 'fax': '+32 3 232 01 73', 'healthcare': 'pharmacy', 'name': 'Internationale apotheek', 'opening_hours': 'Mo-Fr 09:00-18:30; Sa 10:00-17:00', 'operator': 'Mees', 'phone': '+32 3 231 67 98', 'website': 'https://www.apotheekmees.be/', 'wheelchair': 'yes'}",51.216968,4.4176572,pharmacy,https://www.apotheekmees.be/,+32 3 231 67 98,,,
3844298157,node,"{'addr:housenumber': '18', 'addr:postcode': '2180', 'addr:street': 'Dorpstraat', 'alt_name': 'Apotheek Pharmaport', 'amenity': 'pharmacy', 'contact:facebook': 'wouterv.dplas@gmail.com', 'email': 'apotheeklaporte@afscv.be', 'fax': '+32 3 541 44 60', 'healthcare': 'pharmacy', 'name': 'Apotheek Laporte', 'old_name': 'Apotheek Medisame', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30; Sa,Su off', 'phone': '+32 3 541 12 01', 'url': 'http://www.afscv.be/onze-apotheken/apotheek-laporte/', 'website': 'http://www.apolaporte.be/'}",51.2786571,4.4184961,pharmacy,http://www.apolaporte.be/,+32 3 541 12 01,apotheeklaporte@afscv.be,,
3855118680,node,"{'addr:housenumber': '179', 'addr:postcode': '2040', 'addr:street': 'Monnikenhofstraat', 'amenity': 'pharmacy', 'contact:facebook': 'https://www.facebook.com/pg/ApotheekDons/', 'emergency': 'apotheekdons@skynet.be', 'healthcare': 'pharmacy', 'name': 'Apotheek Dons', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30; Sa,Su off', 'phone': '+32 3 568 65 68', 'website': 'http://www.apotheekdons.be'}",51.3478376,4.3296688,pharmacy,http://www.apotheekdons.be,+32 3 568 65 68,,,
3898065980,node,"{'addr:housenumber': '152', 'addr:postcode': '2180', 'addr:street': 'Oorderseweg', 'alt_name': 'Stelieco', 'amenity': 'pharmacy', 'fax': '+32 3 541 07 82', 'healthcare': 'pharmacy', 'name': 'Apotheek Cuypers', 'opening_hours': 'Mo,We,Fr 09:00-12:30,14:00-18:30; Tu,Th 09:00-12:30,14:00-18:00; Sa,Su off', 'phone': '+32 3 541 07 82', 'url': 'http://www.aposite.be/10300/'}",51.2816347,4.4117185,pharmacy,,+32 3 541 07 82,,,
4254183437,node,{'amenity': 'doctors'},51.156321,4.3920284,doctors,,,,,
4273123542,node,"{'addr:housenumber': '8', 'addr:postcode': '2040', 'addr:street': 'Dorpstraat', 'amenity': 'doctors', 'fax': '+32 3 772 75 97', 'health_facility:type': 'office', 'name': 'Dr. Peeters', 'office': 'physician', 'phone': '+32 3 568 95 78'}",51.3407214,4.3144877,doctors,,+32 3 568 95 78,,,
4393950680,node,"{'addr:city': 'Berchem', 'addr:housenumber': '160', 'addr:postcode': '2600', 'addr:street': 'Statiestraat', 'amenity': 'pharmacy', 'check_date': '2023-11-10', 'dispensing': 'yes', 'drive_through': 'no', 'healthcare': 'pharmacy', 'name': 'Apotheek Coppens-Dercon', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'website': 'https://www.apotheekcoppensdercon.be/'}",51.1998313,4.4305516,pharmacy,https://www.apotheekcoppensdercon.be/,,,,
4401467490,node,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheek', 'name:nl': 'Apotheek'}",51.2214646,4.4859945,pharmacy,,,,,
4408021216,node,{'amenity': 'pharmacy'},51.1534012,4.3892199,pharmacy,,,,,
4423715290,node,"{'addr:city': 'Antwerpen', 'addr:housenumber': '33', 'addr:postcode': '2000', 'addr:street': 'Melkmarkt', 'amenity': 'pharmacy', 'contact:email': 'info@apotheekmelkmarkt.be', 'contact:phone': '+32 3 226 08 97', 'contact:website': 'https://apotheekmelkmarkt.pharmacollective.com/', 'dispensing': 'yes', 'drive_through': 'no', 'entrance:kerb:height': '0', 'entrance:step_count': '0', 'entrance:width': '1.2', 'healthcare': 'pharmacy', 'name': 'Apotheek Melkmarkt', 'opening_hours': 'Mo-Fr 08:30-18:30; Sa 09:30-17:30; PH,Su off', 'operator': 'Brigitte Verhille', 'operator:type': 'private', 'payment:cash': 'yes', 'payment:contactless': 'yes', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'payment:maestro': 'yes', 'toilets:wheelchair': 'no', 'wheelchair:turning_circle': 'yes'}",51.2198849,4.4028582,pharmacy,https://apotheekmelkmarkt.pharmacollective.com/,+32 3 226 08 97,info@apotheekmelkmarkt.be,,
4434106303,node,"{'amenity': 'pharmacy', 'brand': 'Multipharma', 'brand:wikidata': 'Q62565018', 'check_date': '2024-02-17', 'healthcare': 'pharmacy', 'name': 'Multipharma', 'wheelchair': 'yes'}",51.1978642,4.4254103,pharmacy,,,,,
4443101589,node,"{'addr:city': 'Merksem', 'addr:housenumber': '47', 'addr:postcode': '2170', 'addr:street': 'Kroonplein', 'amenity': 'pharmacy', 'dispensing': 'yes', 'drive_through': 'no', 'email': 'apotheek.kroonplein@skynet.be', 'fax': '+32 3 290 71 93', 'healthcare': 'pharmacy', 'name': 'Apotheek Kroonplein', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30', 'operator': 'Apotheek Kroonplein cvba', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'payment:maestro': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'phone': '+32 3 645 88 20', 'website': 'https://apotheekkroonplein.be/'}",51.2512389,4.4493863,pharmacy,https://apotheekkroonplein.be/,+32 3 645 88 20,apotheek.kroonplein@skynet.be,,
4467656077,node,"{'addr:street': 'Gounodstraat', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Dr.Maus, huisarts'}",51.2058612,4.409102,doctors,,,,,
4474332736,node,"{'addr:housenumber': '19', 'addr:street': 'De Gryspeerstraat', 'amenity': 'pharmacy', 'healthcare': 'pharmacy'}",51.2267549,4.4530713,pharmacy,,,,,
4476366453,node,"{'addr:housenumber': '2', 'addr:postcode': '2180', 'addr:street': 'Karel Candaelstraat', 'amenity': 'pharmacy', 'contact:facebook': 'https://www.facebook.com/Apotheek-Rozemaai-142183005936162/', 'fax': '+32 3 542 41 58', 'healthcare': 'pharmacy', 'name': 'Apotheek Rozemaai', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30; Sa,Su,PH off', 'phone': '+32 3 542 53 72'}",51.2686467,4.4175429,pharmacy,,+32 3 542 53 72,,,
4488335489,node,"{'amenity': 'veterinary', 'check_date': '2024-02-10', 'name': 'Dierenarts Tony De Vries'}",51.204489,4.404204,veterinary,,,,,
4537576989,node,"{'addr:housenumber': '55', 'addr:postcode': '2060', 'addr:street': 'De Marbaixstraat', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Huisartsengroep Park Noord', 'name:nl': 'Huisartsengroep Park Noord'}",51.2286832,4.4366352,doctors,,,,,
4548871491,node,{'amenity': 'pharmacy'},51.1782619,4.3600248,pharmacy,,,,,
4548916591,node,"{'addr:housenumber': '105', 'addr:street': 'VIIde-Olympiadelaan', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheek Deckers'}",51.1829412,4.3838915,pharmacy,,,,,
4551778890,node,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Apotheek Zwaantjes', 'opening_hours': 'Mo-Fr 09:00-12:30,14:00-18:30'}",51.1828404,4.3727433,pharmacy,,,,,
